Job,Company,Location,Date,Link
practicante de diseño gráfico,pontificia universidad catolica del peru (pucp),"san miguel, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-diseno-grafico-pontificia-universidad-catolica-del-peru-pucp-1114910528.html
practicante de comunicación,pontificia universidad catolica del peru (pucp),"san miguel, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-comunicacion-pontificia-universidad-catolica-del-peru-pucp-1114910520.html
diners club practicante de data engineering,diners club,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/diners-club-%7C-practicante-de-data-engineering-diners-club-1114910513.html
practicante de gestión administrativa,pontificia universidad catolica del peru (pucp),"san miguel, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-gestion-administrativa-pontificia-universidad-catolica-del-peru-pucp-1114910508.html
jefe de medicina física y rehabilitación,ibt group,"callao, lima",2022-01-12,https://www.bumeran.com.pe/empleos/jefea-de-medicina-fisica-y-rehabilitacion-ibt-group-1114910507.html
operario ensayador,als perú s.a.,"callao, lima",2022-01-12,https://www.bumeran.com.pe/empleos/operario-ensayador-als-peru-s.a.-1114910494.html
sub contador,quality products,"miraflores, lima",2022-01-12,https://www.bumeran.com.pe/empleos/sub-contador-quality-products-1114910486.html
practicante en contabilidad,jair garcia,perú,2022-01-12,https://www.bumeran.com.pe/empleos/practicante-en-contabilidad-jair-garcia-1114904383.html
practicante profesional de diseño instruccional,universidad peruana de ciencias aplicadas,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-profesional-de-diseno-instruccional-universidad-peruana-de-ciencias-aplicadas-1114910419.html
practicante de desarrollo web o programación remoto,rrhh id++,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-desarrollo-web-o-programacion-remoto-rrhh-id-1114904354.html
diseñador grafico graphic designer,northsouth studios peru sac,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/disenador-grafico-graphic-designer-northsouth-studios-peru-sac-1114719089.html
practicante service desk mesa de ayuda,pricewaterhousecoopers,"san isidro, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-service-desk-mesa-de-ayuda-pricewaterhousecoopers-1114910265.html
asesor de ventas movistar sede fija lima metropolitana,salesland internacional s.a.,perú,2022-01-12,https://www.bumeran.com.pe/empleos/asesora-de-ventas-movistar-sede-fija-lima-metropolitana-salesland-internacional-s.a.-1114910236.html
practicante de contabilidad,universidad peruana de ciencias aplicadas,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-universidad-peruana-de-ciencias-aplicadas-1114910198.html
practicante en asistente de gerencia general,leonardo sierra,perú,2022-01-12,https://www.bumeran.com.pe/empleos/practicante-en-asistente-de-gerencia-general-leonardo-sierra-1114904140.html
practicante de diseño gráfico,medifarma,"cercado de lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-diseno-grafico-medifarma-1114910114.html
practicante de facturación,confidencial,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-facturacion-1114910073.html
practicante de mantenimiento mecanico,electrocompresores lima sac,"carabayllo, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-mantenimiento-mecanico-electrocompresores-lima-sac-1114904072.html
practicante pre profesional de proyectos,telefonica ingenieria de seguridad peru sac,"san isidro, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-proyectos-telefonica-ingenieria-de-seguridad-peru-sac-1114909927.html
analista programador power builder,canvia,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/analista-programador-power-builder-canvia-1114909808.html
asesor legal jr laboralista remuneración s 1800,confidencial,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/asesor-legal-jr.-laboralista-remuneracion-s-1800-1114909728.html
practicante profesional de almacén,laive s.a,"ate., lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-profesional-de-almacen-laive-s.a-1114909495.html
se busca mecanico automotriz,hector yupanqui,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/se-busca-mecanico-automotriz-hector-yupanqui-1114903290.html
químico farmacéutica,david rondan bellido,"san luis, lima",2022-01-12,https://www.bumeran.com.pe/empleos/quimico-farmaceutica-david-rondan-bellido-1114903231.html
practicante en administración,elias lópez rivera,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-en-administracion-elias-lopez-rivera-1114903196.html
analista de reportería o analista reporting con experiencia en indic,webhelp perú,"ate., lima",2022-01-11,https://www.bumeran.com.pe/empleos/analista-de-reporteria-o-analista-reporting-con-experiencia-en-indicadores-de-call-center-webhelp-peru-1114909201.html
practicante pre profesional de producción punta hermosa,rcs capital humano,"distrito de punta hermosa, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-produccion-punta-hermosa-rcs-capital-humano-1114909178.html
"practicas profesionales, la arena 2022",pan american silver peru s.a.c.,"huamachuco, la libertad",2022-01-11,https://www.bumeran.com.pe/empleos/practicas-profesionales-la-arena-2022-pan-american-silver-peru-s.a.c.-1114909120.html
jefe de bienestar,master consultoria,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/jefe-de-bienestar-master-consultoria-1114909039.html
jefe de capacitacion,master consultoria,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/jefe-de-capacitacion-master-consultoria-1114909028.html
practicante profesional de facturación,movil bus sac,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-facturacion-movil-bus-sac-1114909018.html
practicante pre profesional de marketing,laive s.a,"ate., lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-marketing-laive-s.a-1114908957.html
practicante profesional de ti,confidencial,"ate., lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-ti-1114908954.html
capacitador formador de ventas call center,momentum investments,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/capacitador-formador-de-ventas-call-center-momentum-investments-1114908893.html
practicante preprofesional tutoría matemática,universidad tecnologica del peru,"cercado de lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-tutoria-matematica-universidad-tecnologica-del-peru-1114908869.html
practicante administrativo,whairo perú,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-administrativo-whairo-peru-1114896422.html
practicante profesional de logística,eficiencia profesional,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-logistica-eficiencia-profesional-1114908816.html
practicante nuevos negocios,eficiencia profesional,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-nuevos-negocios-eficiencia-profesional-1114908804.html
practicante pre profesional de servicio de atención al médico clínic,sanna,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-servicio-de-atencion-al-medico-clinica-san-borja-sanna-1114908772.html
practicante de costos estándar ate,weir minerals,"ate., lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-costos-estandar-ate-weir-minerals-1114908769.html
auxiliar de reclutamiento y seleccion,confidencial,"magdalena, lima",2022-01-11,https://www.bumeran.com.pe/empleos/auxiliar-de-reclutamiento-y-seleccion-1114908710.html
practicante profesional de planeamiento estratégico y gestión de calid,universidad católica san pablo,"arequipa, arequipa",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-planeamiento-estrategico-y-gestion-de-calidad-universidad-catolica-san-pablo-1114908689.html
"practicante profesional de seguridad, salud y medio ambiente arequip",weir minerals,"arequipa, arequipa",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-seguridad-salud-y-medio-ambiente-arequipa-weir-minerals-1114908659.html
practicante de créditos y cobranzas,confidencial,"chorrillos, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-creditos-y-cobranzas-1114908451.html
promotor de créditos prácticas arequipa,compartamos financiera s.a.,"arequipa, arequipa",2022-01-11,https://www.bumeran.com.pe/empleos/promotor-de-creditos-practicas-arequipa-compartamos-financiera-s.a.-1114821416.html
químico farmacéutico,clinica san felipe,"jesús maría, lima",2022-01-11,https://www.bumeran.com.pe/empleos/quimico-farmaceutico-clinica-san-felipe-1114908363.html
asistente de channel management,oym brands,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/asistente-de-channel-management-oym-brands-1114908331.html
auxiliar de contabilidadpunta hermosa,distribuidores y mercadeo srl,"distrito de punta hermosa, lima",2022-01-11,https://www.bumeran.com.pe/empleos/auxiliar-de-contabilidad-punta-hermosa-distribuidores-y-mercadeo-srl-1114908313.html
asesor de ventas santiago de surco,confidencial,"santiago de surco, lima",2022-01-11,https://www.bumeran.com.pe/empleos/asesor-de-ventas-santiago-de-surco-1114908269.html
practicante de administración,confidencial,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-administracion-1114908254.html
químico farmacéutico part time arequipa,confidencial,"arequipa, arequipa",2022-01-11,https://www.bumeran.com.pe/empleos/quimico-farmaceutico-part-time-arequipa-1114908224.html
practicante de ventas,g.w. yichang cia. s.a.,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-ventas-g.w.-yichang-cia.-s.a.-1114908201.html
asistente de reportes gestión de riesgos y capacity,adecco peru s.a.,"la molina, lima",2022-01-11,https://www.bumeran.com.pe/empleos/asistente-de-reportes-gestion-de-riesgos-y-capacity-adecco-peru-s.a.-1114908137.html
practicante de bienestar social lima,sodexo peru,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-bienestar-social-lima-sodexo-peru-1114438046.html
practicante profesional de costos mina,alpayana s.a.,"huarochirí, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-costos-mina-alpayana-s.a.-1114908025.html
practicante profesional administrativo,alpayana s.a.,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-administrativoa-alpayana-s.a.-1114907962.html
practicante profesional de relaciones laborales,bitel,"san isidro, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-relaciones-laborales-bitel-1114907878.html
cajerosas de banco cono norte,e&s desarrollo humano,"independencia, lima",2022-01-11,https://www.bumeran.com.pe/empleos/cajerosas-de-banco-cono-norte-es-desarrollo-humano-1114577694.html
formadorcapacitador en ventas,mr call solution s.a.c.,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/formador-capacitador-en-ventas-mr-call-solution-s.a.c.-1114907769.html
practicante ingeniería industrial,bsh electrodomésticos sac,"callao, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-ingenieria-industrial-bsh-electrodomesticos-sac-1114907717.html
supervisor de almacén punta hermosa,herracom,"punta hermosa, lima",2022-01-11,https://www.bumeran.com.pe/empleos/supervisor-de-almacen-punta-hermosa-herracom-1114907585.html
asistente contable sede central temporal,san martin contratistas generales,"santiago de surco, lima",2022-01-11,https://www.bumeran.com.pe/empleos/asistente-contable-sede-central-temporal-san-martin-contratistas-generales-1114907562.html
analista de gestión humana,caja rural de ahorro y credito cat perú s.a.,"miraflores, lima",2022-01-11,https://www.bumeran.com.pe/empleos/analista-de-gestion-humana-caja-rural-de-ahorro-y-credito-cat-peru-s.a.-1114907497.html
practicante comercial,confidencial,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-comercial-1114907476.html
practicante profesional de finanzas,lindcorp,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-finanzas-lindcorp-1114907455.html
practicante de prevención,mapfre peru compañia de seguros y reaseguros,"miraflores, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-prevencion-mapfre-peru-compania-de-seguros-y-reaseguros-1114907428.html
asistente de finanzas,san martin contratistas generales,"santiago de surco, lima",2022-01-11,https://www.bumeran.com.pe/empleos/asistente-de-finanzas-san-martin-contratistas-generales-1114907411.html
supervisor de operaciones cajamarca,san martin contratistas generales,"cajamarca, cajamarca",2022-01-11,https://www.bumeran.com.pe/empleos/supervisor-de-operaciones-cajamarca-san-martin-contratistas-generales-1114907403.html
trainee de planta mc,confidencial,"arequipa, arequipa",2022-01-11,https://www.bumeran.com.pe/empleos/trainee-de-planta-mc-1113645352.html
practicante de ventilación,cia. minera santa luisa s.a.,"huallanca, ancash",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-ventilacion-cia.-minera-santa-luisa-s.a.-1114907320.html
practicante pre profesional de planificacion y control de gestion,movil bus sac,perú,2022-01-11,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-planificacion-y-control-de-gestion-movil-bus-sac-1114907303.html
practicante pre profesional de sistemas,sanna,"san isidro, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-sistemas-sanna-1114814107.html
jefe de talento humano,ouro group,lima,2022-01-11,https://www.bumeran.com.pe/empleos/jefe-de-talento-humano-ouro-group-1114907276.html
jefe de recursos humanos,ouro group,lima,2022-01-11,https://www.bumeran.com.pe/empleos/jefe-de-recursos-humanos-ouro-group-1114580450.html
practicante de servicios generales,fenix power peru s.a.,"chilca, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-servicios-generales-fenix-power-peru-s.a.-1114907236.html
practicante de compensación,topsa peru s.a.c.,"chorrillos, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-compensacion-topsa-peru-s.a.c.-1114907225.html
practicante con conocimientos en ux y design thinking,canvia,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-con-conocimientos-en-ux-y-design-thinking-canvia-1114907205.html
abogado laboralista,confidencial,"santa anita, lima",2022-01-11,https://www.bumeran.com.pe/empleos/abogadoa-laboralista-1114907131.html
practicante de contabilidad,ventura soluciones s.a.c,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-ventura-soluciones-s.a.c-1114907056.html
practicante profesional de ing electricamecanica eléctrica,luz del sur s.a.a.,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-ing.-electrica-mecanica-electrica-luz-del-sur-s.a.a.-1114907052.html
practicante pro de ssoma,confidencial,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-pro-de-ssoma-1114906980.html
asesor técnico comercial rubro lubricantesarequipa,confidencial,"arequipa, arequipa",2022-01-11,https://www.bumeran.com.pe/empleos/asesor-tecnico-comercial-rubro-lubricantes-arequipa-1114906949.html
desarrollador fullstack frontend remoto,impulse,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-frontend-remoto-impulse-1114906932.html
asesor técnico comercial rubro lubricantestrujillo,confidencial,"trujillo, la libertad",2022-01-11,https://www.bumeran.com.pe/empleos/asesor-tecnico-comercial-rubro-lubricantes-trujillo-1114906930.html
practicante de gestión de información,adecco peru s.a.,"la molina, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-gestion-de-informacion-adecco-peru-s.a.-1114906912.html
especialista seo 100 trabajo remoto,impulse,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/especialista-seo-100-trabajo-remoto-impulse-1114906874.html
android native senior,michael page perú,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/android-native-senior-michael-page-peru-1114906860.html
analista de marketing digital remote work,impulse,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/analista-de-marketing-digital-remote-work-impulse-1114906845.html
practicante del área de fotografía,pontificia universidad catolica del peru (pucp),"san miguel, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-del-area-de-fotografia-pontificia-universidad-catolica-del-peru-pucp-1114906833.html
practicante de contabilidad,pesqueria producto del kope e.i.r.l.,"paita, piura",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-pesqueria-producto-del-kope-e.i.r.l.-1114529708.html
practicante profesional de sistemas ti jayanca,corporación rozas,"jayanca, lambayeque",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-sistemas-ti-jayanca-corporacion-rozas-1114906721.html
practicante profesional de transformación de tecnología lima y piura,caja municipal de ahorro y credito de piura s.a.c.,"piura, piura",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-transformacion-de-tecnologia-lima-y-piura-caja-municipal-de-ahorro-y-credito-de-piura-s.a.c.-1114906668.html
representante de servicio al cliente juliaca practicas profesionales,compartamos financiera s.a.,"juliaca, puno",2022-01-11,https://www.bumeran.com.pe/empleos/representante-de-servicio-al-cliente-juliaca-practicas-profesionales-compartamos-financiera-s.a.-1114906640.html
practicante profesional de operaciones sistemas contra incendios,confidencial,perú,2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-operaciones-sistemas-contra-incendios-1114906619.html
ingeniero de procesos planta,confidencial,"arequipa, arequipa",2022-01-11,https://www.bumeran.com.pe/empleos/ingeniero-de-procesos-planta-1114006698.html
practicante profesional de abastecimiento,fargoline s.a.,"callao, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-abastecimiento-fargoline-s.a.-1114906556.html
asistente de gestión humana con conocimiento en reclutamiento y selecc,clínica médicos salud unión en alerta sac,perú,2022-01-11,https://www.bumeran.com.pe/empleos/asistente-de-gestion-humana-con-conocimiento-en-reclutamiento-y-seleccion-clinica-medicos-salud-union-en-alerta-sac-1114906526.html
practicante preprofesional de recursos humanos inglés avanzado,teleperformance peru s.a.c.,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-recursos-humanos-ingles-avanzado-teleperformance-peru-s.a.c.-1114906502.html
entrenador de ajedrez,confidencial,"la molina, lima",2022-01-11,https://www.bumeran.com.pe/empleos/entrenador-de-ajedrez-1114906281.html
asesores comerciales scotiabank préstamos multiconvenio planilla ,salesland internacional s.a.,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/asesores-comerciales-scotiabank-prestamos-multiconvenio-planilla-fijo-y-altas-comisiones-salesland-internacional-s.a.-1114906279.html
entrenador de tae kwon do,confidencial,"la molina, lima",2022-01-11,https://www.bumeran.com.pe/empleos/entrenador-de-tae-kwon-do-1114906272.html
nos encontramos en la búsqueda de administradores para panaderíapaste,pio pantoja soto,"la molina, lima",2022-01-11,https://www.bumeran.com.pe/empleos/nos-encontramos-en-la-busqueda-de-administradores-para-panaderia-pasteleria-pio-pantoja-soto-1114902903.html
practicante contable,gom asesores integrales sac,"san juan de lurigancho., lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-contable-gom-asesores-integrales-sac-1114902887.html
practicante diseñadora grafica,angel jorge baldeon,"cercado de lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-disenadora-grafica-angel-jorge-baldeon-1114902805.html
practicante de márketing,sergio venegas revilla,"trujillo, la libertad",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-marketing-sergio-venegas-revilla-1114902522.html
practicante de contabilidad,roberth palacios,"carabayllo, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-roberth-palacios-1114902345.html
analista de procesos practicante profesional,carmen montesinos,"cercado de lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/analista-de-procesos--practicante-profesional-carmen-montesinos-1114902125.html
frontend developer semi senior,nirex,perú,2022-01-11,https://www.bumeran.com.pe/empleos/front-end-developer-semi-senior-nirex-1114901937.html
practicante de contabilidad,jose vilca,"san juan de miraflores, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-jose-vilca-1114901390.html
practicante de ventas sap business one,gary navarro,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-ventas-sap-business-one-gary-navarro-1114901311.html
practicante profesional de marketing,confidencial,"pueblo libre, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-profesional-de-marketing-1114901243.html
practicante pre de entrenamiento técnico,yamaha motor del perú s.a.,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-pre-de-entrenamiento-tecnico-yamaha-motor-del-peru-s.a.-1114900862.html
asistente contable practicante,monsante eirl,"villa el salvador, lima",2022-01-11,https://www.bumeran.com.pe/empleos/asistente-contable-practicante-monsante-eirl-1114900788.html
marketing digital diseñador grafico,orbes agricola bonifacio,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/marketing-digital-disenador-grafico-orbes-agricola-bonifacio-1114900560.html
diseñador de interiores junior practicante,katherine caceres,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/disenadora-de-interiores-junior-practicante-katherine-caceres-1114899888.html
practicante o egresado administración,carlos agama palomino,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-o-egresado-administracion-carlos-agama-palomino-1114899690.html
practicante de licitaciones,magaly chavez,"santiago de surco, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-licitaciones-magaly-chavez-1114899186.html
practicante pre profesional administracion,paolo vega,"miraflores, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-administracion-paolo-vega-1114898927.html
técnico mecánico industrial soldador,luis balbin,"lurín, lima",2022-01-11,https://www.bumeran.com.pe/empleos/tecnico-mecanico-industrial-soldador-luis-balbin-1114898406.html
practicante legal asistente legal,lizbeth ruiz,perú,2022-01-11,https://www.bumeran.com.pe/empleos/practicante-legal-asistente-legal-lizbeth-ruiz-1114898200.html
electronico industrial,rvs electroindustrial eirl,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/electronicoa-industrial-rvs-electroindustrial-eirl-1114897673.html
mecánico técnico automotriz,bmd motors villalobos automotriz,"distrito de san luis, lima",2022-01-11,https://www.bumeran.com.pe/empleos/mecanico-tecnico-automotriz-bmd-motors-villalobos-automotriz-1114897597.html
practicante de marketing,jonathan baltazar,"cusco, cuzco",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-de-marketing-jonathan-baltazar-1114896990.html
practicante administracionmarketing,apart hotel san martin,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-administracion-marketing-apart-hotel-san-martin-1114896935.html
auxiliar de calidad,confidencial,"callao, lima",2022-01-11,https://www.bumeran.com.pe/empleos/auxiliar-de-calidad-1114896785.html
practicante contable administrativa,carmen ramos,"lima, lima",2022-01-11,https://www.bumeran.com.pe/empleos/practicante-contable-administrativa-carmen-ramos-1114896620.html
analista de mkt digital y redes sociales empresa inmobiliaria,gissella miuccio,"miraflores, lima",2022-01-11,https://www.bumeran.com.pe/empleos/analista-de-mkt-digital-y-redes-sociales-empresa-inmobiliaria-gissella-miuccio-1114896613.html
practicante de mejora continua e innovación,los portales,"magdalena, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-mejora-continua-e-innovacion-los-portales-1114906193.html
diseñador web senior marketing rubro educativo o agencias re 1,manpower perú,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/disenadora-web-senior-marketing-rubro-educativo-o-agencias-re.-17155-manpower-peru-1114906187.html
practicante de cobranzas,la positiva seguros,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-cobranzas-la-positiva-seguros-1114906110.html
practicante diseño gráfico,katia paz,"miraflores, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-diseno-grafico-katia-paz-1114890824.html
entrenador de basquet varones,confidencial,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/entrenador-de-basquet-varones-1113888629.html
entrenador de voley para institución educativa,confidencial,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/entrenador-de-voley-para-institucion-educativa-1113821515.html
practicante de riesgo y cumplimiento,promigas peru s.a.,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-riesgo-y-cumplimiento-promigas-peru-s.a.-1114906043.html
entrenador tenis de mesa institución educativa,confidencial,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/entrenador-tenis-de-mesa-institucion-educativa-1113821739.html
practicante de selección,inetum peru,"miraflores, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-seleccion-inetum-peru-1114906042.html
practicante de servicios generales,promigas peru s.a.,"trujillo, la libertad",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-servicios-generales-promigas-peru-s.a.-1114906019.html
practicante operaciones de fondos,prima afp,"san isidro, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-operaciones-de-fondos-prima-afp-1114906004.html
practicante profesional de remuneraciones,tawa,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-profesional-de-remuneraciones-tawa-1114905976.html
auxiliar de cobranzas,quality products,"miraflores, lima",2022-01-10,https://www.bumeran.com.pe/empleos/auxiliar-de-cobranzas-quality-products-1114905846.html
practicante profesional de programación de producción pcp,resemin,"lurigancho, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-profesional-de-programacion-de-produccion-pcp-resemin-1114905829.html
asistente de capacitación y desarrollo,supermercados peruanos s.a.,"san borja, lima",2022-01-10,https://www.bumeran.com.pe/empleos/asistente-de-capacitacion-y-desarrollo-supermercados-peruanos-s.a.-1114905828.html
analista de riesgo operacional,caja municipal de ica,"ica, ica",2022-01-10,https://www.bumeran.com.pe/empleos/analista-de-riesgo-operacional-caja-municipal-de-ica-1114905822.html
oficial de conducta de mercado,crecer seguros,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/oficial-de-conducta-de-mercado-crecer-seguros-1114905796.html
asistente de calidad planta picota,costeño alimentos s.a.c,"picota, san martín",2022-01-10,https://www.bumeran.com.pe/empleos/asistente-de-calidad-planta-picota-costeno-alimentos-s.a.c-1114800838.html
gerente zonal lima retail,financiera oh!,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/gerente-zonal-lima-retail-financiera-oh-1114905776.html
admisionista cn experiencia teletrabajo full time mañana,asistencia 365,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/admisionista-c-n-experiencia-teletrabajo-full-time-manana-asistencia-365-1114905774.html
analista de seguridad de información,universidad tecnologica del peru,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/analista-de-seguridad-de-informacion-universidad-tecnologica-del-peru-1114875599.html
analista de seguridad informática,universidad tecnologica del peru,"cercado de lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/analista-de-seguridad-informatica-universidad-tecnologica-del-peru-1114875600.html
practicante de sistemas proyecto comercial,efc,lima,2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-sistemas-proyecto-comercial-efc-1114905764.html
practicante comercial hvac,confidencial,"santiago de surco, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-comercial-hvac-1114905733.html
practicante de cuentas por pagar,pepsico,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-cuentas-por-pagar-pepsico-1114905709.html
scum master,encora,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/scum-master-encora-1114905707.html
asistente de selección,adecco,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/asistente-de-seleccion-adecco-1114905698.html
practicante pre profesional de derecho tributario,ey (ernst & young),"san isidro, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-derecho-tributario-ey-ernst-young-1114905672.html
solution architect,bluetab solutions,"san isidro, lima",2022-01-10,https://www.bumeran.com.pe/empleos/solution-architect-bluetab-solutions-1114905600.html
trabajadora social cajamarca,san martin contratistas generales,"cajamarca, cajamarca",2022-01-10,https://www.bumeran.com.pe/empleos/trabajadora-social-%7C-cajamarca-san-martin-contratistas-generales-1114361254.html
automatizador qa analista qa automatizador,integration & quality project management s.a.c. - iq project s.a.c.,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/automatizador-qa-analista-qa-automatizador-integration-quality-project-management-s.a.c.-iq-project-s.a.c.-1114497614.html
