Job,Company,Location,Date,Link
practicante pre profesional de logística,pulso corporación médica,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-logistica-pulso-corporacion-medica-1114899885.html
practicante profesional de reclutamiento y selección,jrc ingeniería y construcción,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-de-reclutamiento-y-seleccion-jrc-ingenieria-y-construccion-1114899833.html
practicante profesional de contabilidad,terpel perú,"san isidro, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-de-contabilidad-terpel-peru-1114899768.html
practicante profesional de comunicación para la subgerencia de imagen ,empresa electricidad del peru - electroperu s.a.,"san juan de miraflores, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-de-comunicacion-para-la-subgerencia-de-imagen-y-responsabilidad-social-empresa-electricidad-del-peru-electroperu-s.a.-1114674460.html
escuela de asesores de negocios lima este,compartamos financiera s.a.,"san juan de lurigancho., lima",2022-01-06,https://www.bumeran.com.pe/empleos/escuela-de-asesores-de-negocios-lima-este-compartamos-financiera-s.a.-1114899714.html
representante de servicio al cliente cajero practicante chorrillos,compartamos financiera s.a.,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/representante-de-servicio-al-cliente-cajero-practicante-chorrillos-compartamos-financiera-s.a.-1114899712.html
jefe de frente con exp en montaje y desmontajes,san martin contratistas generales,"colquijirca, pasco",2022-01-06,https://www.bumeran.com.pe/empleos/jefe-de-frente-con-exp.-en-montaje-y-desmontajes-san-martin-contratistas-generales-1114899685.html
ingeniero de produccion con exp en montajes y desmontajes,san martin contratistas generales,"colquijirca, pasco",2022-01-06,https://www.bumeran.com.pe/empleos/ingeniero-de-produccion-con-exp.-en-montajes-y-desmontajes-san-martin-contratistas-generales-1114899681.html
scrum master agile team facilitator,michael page perú,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/scrum-master-agile-team-facilitator-michael-page-peru-1114899677.html
ingeniero de ssoma,san martin contratistas generales,"colquijirca, pasco",2022-01-06,https://www.bumeran.com.pe/empleos/ingeniero-de-ssoma-san-martin-contratistas-generales-1114899658.html
practicante de helpdesk ti,yamaha motor del perú s.a.,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-helpdesk-ti-yamaha-motor-del-peru-s.a.-1114899644.html
practicante profesional de soporte técnico,inversiones la cruz,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-de-soporte-tecnico-inversiones-la-cruz-1114899643.html
practicante profesional de sistemas,grupo seidor,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-de-sistemas-grupo-seidor-1114899638.html
auxiliar de compras e importaciones conocimiento en administración,kp ingenieria logistica peru sac,perú,2022-01-06,https://www.bumeran.com.pe/empleos/auxiliar-de-compras-e-importaciones-conocimiento-en-administracion-kp-ingenieria-logistica-peru-sac-1114899600.html
coordinador de integración de aplicaciones backend,financiera oh!,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/coordinador-de-integracion-de-aplicaciones-backend-financiera-oh-1114899582.html
maestro panadero produccion,pactum peru sac,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/maestro-panadero-produccion-pactum-peru-sac-1114797862.html
coordinador de marketing de producto reemplazo por periodo de matern,tecsup,"santa anita, lima",2022-01-06,https://www.bumeran.com.pe/empleos/coordinador-de-marketing-de-producto-reemplazo-por-periodo-de-maternidad-tecsup-1114899538.html
ejecutivo de negocios en formación prácticas ag puno,compartamos financiera s.a.,"puno, puno",2022-01-06,https://www.bumeran.com.pe/empleos/ejecutivo-de-negocios-en-formacion-practicas-ag.-puno-compartamos-financiera-s.a.-1114899532.html
agile coach junior scum master,financiera oh!,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/agile-coach-junior-scum-master-financiera-oh-1114899514.html
asistente de tax audit,pricewaterhousecoopers,"san isidro, lima",2022-01-06,https://www.bumeran.com.pe/empleos/asistente-de-tax-audit-pricewaterhousecoopers-1114811918.html
controlista de calidad textil,tejidos san jacinto sa,"santa anita, lima",2022-01-06,https://www.bumeran.com.pe/empleos/controlista-de-calidad-textil-tejidos-san-jacinto-sa-1114899438.html
practicante profesional de desarrollo organizacional,divemotor,"la victoria, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-de-desarrollo-organizacional-divemotor-1114899402.html
ingeniero ambiental y de recursos hídricos,minsur s.a.,"pisco, ica",2022-01-06,https://www.bumeran.com.pe/empleos/ingenieroa-ambiental-y-de-recursos-hidricos-minsur-s.a.-1114899362.html
practicante de servicios de ti a usuarios,prima afp,"san isidro, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-servicios-de-ti-a-usuarios-prima-afp-1114899347.html
practicante pre profesional de ingenieria de industrias alimentarias,milab perú,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-ingenieria-de-industrias-alimentarias-milab-peru-1114893477.html
practicante de marketing,katherine horna,"distrito de la esperanza, la libertad",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-marketing-katherine-horna-1114893470.html
practicante pro de operaciones pasivas,financiera oh!,"san borja, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-pro-de-operaciones-pasivas-financiera-oh-1114899314.html
practicante de ingenieria,gruas etac peru sac,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-ingenieria-gruas-etac-peru-sac-1114899305.html
asesor de ventas call center miraflores presencial,quality products,"miraflores, lima",2022-01-06,https://www.bumeran.com.pe/empleos/asesor-de-ventas-call-center-miraflores-presencial-quality-products-1114899286.html
jefe de ventas y servicios,corporación fcr,"la molina, lima",2022-01-06,https://www.bumeran.com.pe/empleos/jefe-de-ventas-y-servicios-corporacion-fcr-1114893413.html
asistente operativo administrativo practicante part time 3 veces a la ,ricardo ruiz,"santiago de surco, lima",2022-01-06,https://www.bumeran.com.pe/empleos/asistente-operativo-administrativo-practicante-part-time-3-veces-a-la-semana-ricardo-ruiz-1114893350.html
analista prorgramador avanzado en odoo,confidencial,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/analista-prorgramador-avanzado-en-odoo-1114899215.html
practicante de contabilidad,mamani abogados y contadores,perú,2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-mamani-abogados-y-contadores-1114899184.html
practicante profesional gestion ambiental chancay,copeinca sac,"chancay, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-gestion-ambiental-chancay-copeinca-sac-1114899175.html
practicante de planeamiento financiero,anddes asociados s.a.c.,perú,2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-planeamiento-financiero-anddes-asociados-s.a.c.-1114899161.html
practicante de mecanico de maquinaria pesada,milagros cárdenas cerdán,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-mecanico-de-maquinaria-pesada.-milagros-cardenas-cerdan-1114893265.html
consultor sap abap trujillochiclayoarequipa,everis perú,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/consultor-sap-abap-trujillo-chiclayo-arequipa-everis-peru-1114899124.html
consultor sap scpbtp trujillochiclayoarequipa,everis perú,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/consultor-sap-scp-btp-trujillo-chiclayo-arequipa-everis-peru-1114899094.html
secrtaria ejecutiva asistente de gerencia,manuel de la jara,"san isidro, lima",2022-01-06,https://www.bumeran.com.pe/empleos/secrtaria-ejecutiva-asistente-de-gerencia-manuel-de-la-jara-1114893163.html
asistente ejecutiva de directorio,san martin contratistas generales,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/asistente-ejecutiva-de-directorio-san-martin-contratistas-generales-1114899062.html
jefe de producto bolsas de papel,bumeran selecta,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/jefe-de-producto-bolsas-de-papel-bumeran-selecta-1114899049.html
practicante de excelencia operacional,forsac peru sac,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-excelencia-operacional-forsac-peru-sac-1114899030.html
asistente de producción,confidencial,"tambogrande, piura",2022-01-06,https://www.bumeran.com.pe/empleos/asistente-de-produccion-1114899025.html
asistente de operaciones,real plaza s.r.l.,"trujillo, la libertad",2022-01-06,https://www.bumeran.com.pe/empleos/asistente-de-operaciones-real-plaza-s.r.l.-1114899001.html
practicante pre profesional de marketing,grupo vida sol s.a.c,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-marketing-grupo-vida-sol-s.a.c-1114898984.html
qf asistente técnico de farmacia,ibt group,"villa maría del triunfo, lima",2022-01-06,https://www.bumeran.com.pe/empleos/qf-asistente-tecnico-de-farmacia-ibt-group-1114898937.html
oficial de seguridad de la información,ibt group,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/oficial-de-seguridad-de-la-informacion-ibt-group-1114898864.html
practicante profesional de bienestar y ssoma,confidencial,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-de-bienestar-y-ssoma-1114898855.html
practicante actuarial lima,mapfre peru compañia de seguros y reaseguros,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-actuarial-lima-mapfre-peru-compania-de-seguros-y-reaseguros-1114898801.html
practicante de motos de los ultimos ciclos,lady lazo,"san juan de miraflores, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-motos-de-los-ultimos-ciclos-lady-lazo-1114892756.html
practicante pre profesional de atracción y selección,mitsui automotriz s.a.,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-atraccion-y-seleccion-mitsui-automotriz-s.a.-1114898689.html
practicante de soporte ti,grupo flesan,"magdalena, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-soporte-ti-grupo-flesan-1114898680.html
"analista fisicoquímico experiencia en cosméticos, farmacéuticas o la",rcs capital humano,"chorrillos, lima",2022-01-06,https://www.bumeran.com.pe/empleos/analista-fisicoquimico-experiencia-en-cosmeticos-farmaceuticas-o-laboratorios-rcs-capital-humano-1114898637.html
practicante creadorprogramador de appswebs para mina cod 20696,manpower perú,"huánuco, huánuco",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-creador-programador-de-apps-webs-para-mina-cod.-20696-manpower-peru-1114898560.html
practicante de recursos humanos,eficiencia profesional,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-recursos-humanos-eficiencia-profesional-1114898531.html
practicante profesional comercial la molina,corporación rozas,"la molina, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-comercial-la-molina-corporacion-rozas-1114898480.html
jefe de práctica departamento de ciencias upn 20221,universidad privada del norte - docentes,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/jefe-de-practica-_-departamento-de-ciencias--upn-2022-1-universidad-privada-del-norte-docentes-1114898479.html
asistente de contabilidad,acceso,"cercado de lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/asistente-de-contabilidad-acceso-1114898477.html
asistente de tesorería,acceso,"cercado de lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/asistente-de-tesoreria-acceso-1114898466.html
practicante de marketing shopping center,cencosud perú s.a,"miraflores, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-marketing-shopping-center-cencosud-peru-s.a-1114898413.html
practicante profesional de producción sector industrial,agp perú,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-de-produccion-sector-industrial-agp-peru-1114898402.html
practicante de mantenimiento arequipa,transportes cruz del sur s.a.c.,"uchumayo, arequipa",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-mantenimiento-arequipa-transportes-cruz-del-sur-s.a.c.-1114898354.html
practicante profesional de marketing,a.w. faber-castell peruana s.a.,"cercado de lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-de-marketing-a.w.-faber-castell-peruana-s.a.-1114898341.html
practicante profesional de geotecnia unidad minera,confidencial,"ayacucho, ayacucho",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-de-geotecnia-unidad-minera-1114898327.html
practicante de almacén,jesus chacon,"comas, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-almacen-jesus-chacon-1114892297.html
practicante de atracción y selección,asc consultora de rr.hh. s.a.c.,"cercado de lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-atraccion-y-seleccion-asc-consultora-de-rr.hh.-s.a.c.-1114898286.html
médico ocupacional l v presencial,majorel,"callao, lima",2022-01-06,https://www.bumeran.com.pe/empleos/medico-ocupacional-l-v-presencial-majorel-1114898268.html
practicante profesional comercial,gruporpp s.a.c.,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-comercial-gruporpp-s.a.c.-1114898187.html
asistente de planeamiento estratégico,conte group,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/asistente-de-planeamiento-estrategico-conte-group-1114898175.html
analista bi etl,aynitech,"miraflores, lima",2022-01-06,https://www.bumeran.com.pe/empleos/analista-bi-etl-aynitech-1114898133.html
maestro mecánico de perforadoras,san martin contratistas generales,"colquijirca, pasco",2022-01-06,https://www.bumeran.com.pe/empleos/maestro-mecanico-de-perforadoras-san-martin-contratistas-generales-1114898108.html
ducterotecnico en aire acondicionado,dayana ayala,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/ductero-tecnico-en-aire-acondicionado-dayana-ayala-1114892047.html
practicante tutor de química utp lima centro,universidad tecnologica del peru,perú,2022-01-06,https://www.bumeran.com.pe/empleos/practicante-tutor-de-quimica-utp-lima-centro-universidad-tecnologica-del-peru-1114898070.html
practicante pre profesional crmci,hipermercados tottus,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-crm-ci-hipermercados-tottus-1114898052.html
practicante de arquitectura,rocio flores bernaola,perú,2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-arquitectura-rocio-flores-bernaola-1114891987.html
practicante de repuestos y servicios lima,ferreyros,"santiago de surco, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-repuestos-y-servicios-lima-ferreyros-1114897964.html
auxiliar comercial,confidencial,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/auxiliar-comercial-1114897917.html
practicantes de marketing,julio robles,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicantes-de-marketing-julio-robles-1114891890.html
enfermero de imagenes clinica delgado,auna,"miraflores, lima",2022-01-06,https://www.bumeran.com.pe/empleos/enfermeroa-de-imagenes-clinica-delgado-auna-1114780808.html
arquitecto de soluciones,g&s gestion y sistemas sac,"miraflores, lima",2022-01-06,https://www.bumeran.com.pe/empleos/arquitecto-de-soluciones-gs-gestion-y-sistemas-sac-1114897672.html
supervisor asistente contable,contabaudit e.i.r.l.,"comas, lima",2022-01-06,https://www.bumeran.com.pe/empleos/supervisor-asistente-contable-contabaudit-e.i.r.l.-1114891639.html
practicante pre profesional de facturación falabella media,falabella,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-facturacion-falabella-media-falabella-1114897540.html
practicante profesional de marketing,bitel,"arequipa, arequipa",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-de-marketing-bitel-1114897535.html
proyectista con experiencia,i360 ingenieria y proyectos,"santiago de surco, lima",2022-01-06,https://www.bumeran.com.pe/empleos/proyectista-con-experiencia-i360-ingenieria-y-proyectos-1114891515.html
practicante profesional de convenios internacionales,universidad cientifica del sur s.a.c.,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-de-convenios-internacionales-universidad-cientifica-del-sur-s.a.c.-1114897499.html
practicante de recursos humanos,confidencial,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-recursos-humanos-1114897476.html
practicante profesional de recursos humanos sector telecomunicacione,experis,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-profesional-de-recursos-humanos-sector-telecomunicaciones-experis-1114897403.html
practicante de administración de personal,medifarma,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-administracion-de-personal-medifarma-1114897273.html
practicante secretaria,delta global corp sac,"santiago de surco, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-secretaria-delta-global-corp-sac-1114897195.html
asistente comercial,delta global corp sac,"lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/asistente-comercial-delta-global-corp-sac-1114897177.html
practicante de marketingad honorem,confidencial,"cercado de lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-de-marketing-ad-honorem-1114890958.html
practicante o egresado de contabilidad,hector quispe fernandez,"santa anima lima, lima",2022-01-06,https://www.bumeran.com.pe/empleos/practicante-o-egresado-de-contabilidad-hector-quispe-fernandez-1114890639.html
encargado de pase delivery restaurantes o fast food trabajo inme,bumeran selecta,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/encargado-de-pase-delivery-restaurantes-o-fast-food-trabajo-inmediato-bumeran-selecta-1114897120.html
ayudantes de cocina cocineros producción o taller remu mayor al,bumeran selecta,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/ayudantes-de-cocina-cocineros-produccion-o-taller-remu.-mayor-al-mercado-linea-de-carrera-bumeran-selecta-1114897117.html
analista i administración de riesgos analista junior de administració,adecco peru s.a.,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/analista-i-administracion-de-riesgos-analista-junior-de-administracion-de-riesgos-adecco-peru-s.a.-1114897088.html
asistente de recursos humanos,confidencial,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/asistente-de-recursos-humanos-1114897065.html
practicante pre profesional de administración de personal,corporación primax s.a.,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-administracion-de-personal-corporacion-primax-s.a.-1114897060.html
almacenero pardos chicken aeropuerto horario de apertura de lunes a,pardos chicken,"callao, lima",2022-01-05,https://www.bumeran.com.pe/empleos/almacenero-pardos-chicken-aeropuerto-horario-de-apertura-de-lunes-a-sabado-pardos-chicken-1114897004.html
practicante de administración dirección ejecutiva epg,universidad peruana de ciencias aplicadas,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-de-administracion-direccion-ejecutiva-epg-universidad-peruana-de-ciencias-aplicadas-1114896952.html
practicante de oficina internacional,universidad tecnologica del peru,"cercado de lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-de-oficina-internacional-universidad-tecnologica-del-peru-1114896933.html
practicante de operaciones técnicas estudiante de ing electrónica,fresenius medical care del peru s.a.,"magdalena, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-de-operaciones-tecnicas-estudiante-de-ing.-electronica-fresenius-medical-care-del-peru-s.a.-1114896922.html
practicante profesional de finanzas,dormeson,"san isidro, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-profesional-de-finanzas-dormeson-1114896918.html
docente tiempo completo 2022i terapia física,upn / universidad privada del norte,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/docente-tiempo-completo-2022-i-terapia-fisica-upn-universidad-privada-del-norte-1114896867.html
docente tiempo completo 2022i enfermería,upn / universidad privada del norte,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/docente-tiempo-completo-2022-i-enfermeria-upn-universidad-privada-del-norte-1114896866.html
docente tiempo completo 2022i nutrición,upn / universidad privada del norte,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/docente-tiempo-completo-2022-i-nutricion-upn-universidad-privada-del-norte-1114896864.html
docente tiempo completo 2022i psicología,upn / universidad privada del norte,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/docente-tiempo-completo-2022-i-psicologia-upn-universidad-privada-del-norte-1114896863.html
practicante de logística,fibras marinas s.a.,"callao, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-de-logistica-fibras-marinas-s.a.-1113889984.html
experto de negocio,pacífico seguros,"san isidro, lima",2022-01-05,https://www.bumeran.com.pe/empleos/experto-de-negocio-pacifico-seguros-1114896843.html
senior de auditoria financiera,kpmg en perú,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/senior-de-auditoria-financiera-kpmg-en-peru-1114896773.html
practicante de de mantenimiento,forsac peru sac,"los olivos, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-de-de-mantenimiento-forsac-peru-sac-1114896766.html
practicante profesional órgano de control institucional oci,caja de pensiones militar policial,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-profesional-organo-de-control-institucional-oci-caja-de-pensiones-militar-policial-1114896762.html
ayudante de producción,forsac peru sac,"los olivos, lima",2022-01-05,https://www.bumeran.com.pe/empleos/ayudante-de-produccion-forsac-peru-sac-1114896754.html
practicante pre profesional de división productos y canales,adecco peru s.a.,"la molina, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-division-productos-y-canales-adecco-peru-s.a.-1114896746.html
practicante de marketing digital,bsh electrodomésticos sac,perú,2022-01-05,https://www.bumeran.com.pe/empleos/practicante-de-marketing-digital-bsh-electrodomesticos-sac-1114896674.html
analista senior de seguridad de la información inglés avanzado,teleperformance peru s.a.c.,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/analista-senior-de-seguridad-de-la-informacion-ingles-avanzado-teleperformance-peru-s.a.c.-1114896667.html
practicante profesional administrativo equipos industriales,mitsui automotriz s.a.,"santa anita, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-profesional-administrativo-equipos-industriales-mitsui-automotriz-s.a.-1114896634.html
practicante clientes,mapfre peru compañia de seguros y reaseguros,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-clientes-mapfre-peru-compania-de-seguros-y-reaseguros-1114896621.html
practicante profesional técnico,confidencial,"chiclayo, lambayeque",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-profesional-tecnico-1114896597.html
arquitecto de seguridad ti,pacífico seguros,"san isidro, lima",2022-01-05,https://www.bumeran.com.pe/empleos/arquitecto-de-seguridad-ti-pacifico-seguros-1114802406.html
quimico farmaceutico director tecnico,rosa de la cruz,"breña, lima",2022-01-05,https://www.bumeran.com.pe/empleos/quimico-farmaceutico-director-tecnico-rosa-de-la-cruz-1114890250.html
practicante profesional de gestión y control de desempeño,enel,"san borja, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-profesional-de-gestion-y-control-de-desempeno-enel-1114896429.html
practicante de exportación,quimpac sa,"callao, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-de-exportacion-quimpac-sa-1114896388.html
practicante pre profesional otas,expertia,"miraflores, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-otas-expertia-1114896343.html
químico farmacéutico asistente,farmacia universal,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/quimico-farmaceutico-asistente-farmacia-universal-1114896306.html
ingeniero soporte operaciones ti,confidencial,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/ingeniero-soporte-operaciones-ti-1114896240.html
practicante ti soporte técnico,exact s.a.c,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-ti-soporte-tecnico-exact-s.a.c-1114896051.html
practicante profesional de contabilidad unidad minera,hochschild,"ayacucho, ayacucho",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-profesional-de-contabilidad-unidad-minera-hochschild-1114896050.html
practicante de planeamiento y control de gestión humana,copeinca sac,"santiago de surco, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-de-planeamiento-y-control-de-gestion-humana-copeinca-sac-1114896028.html
analista de créditos san juan de miraflores,mibanco,"surco, lima",2022-01-05,https://www.bumeran.com.pe/empleos/analista-de-creditos-san-juan-de-miraflores-mibanco-1114896015.html
analista programador java seniorsemi senior,synopsis s.a,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/analista-programador-java-senior-semi-senior-synopsis-s.a-1114895990.html
asistente de dirección tecnica drogueria,farmaceutica otarvasq sociedad anonima cerrada,"santa anita, lima",2022-01-05,https://www.bumeran.com.pe/empleos/asistente-de-direccion-tecnica-drogueria-farmaceutica-otarvasq-sociedad-anonima-cerrada-1114895959.html
practicante de diseño gráfico,santivañez abogados,"san isidro, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-de-diseno-grafico-santivanez-abogados-1114889689.html
marinero motorista,psa marine perú,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/marinero-motorista-psa-marine-peru-1114895904.html
practicante profesional de inteligencia comercial,siete comunicaciones e.i.r.l.,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-profesional-de-inteligencia-comercial-siete-comunicaciones-e.i.r.l.-1114895829.html
analista programador aplicaciones móvil trujillo,adecco,"trujillo, la libertad",2022-01-05,https://www.bumeran.com.pe/empleos/analista-programador-aplicaciones-movil-trujillo-adecco-1114895799.html
analista de control interno,pacífico seguros,"san isidro, lima",2022-01-05,https://www.bumeran.com.pe/empleos/analista-de-control-interno-pacifico-seguros-1114895733.html
jefe de talent acquisition perú,nexa resources,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/jefe-de-talent-acquisition-peru-nexa-resources-1114895701.html
practicante profesional de gestión,enel,"san borja, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-profesional-de-gestion-enel-1114895681.html
practicante pre profesional de asuntos fiscales,enel,"san borja, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-asuntos-fiscales-enel-1114895604.html
tecnico de mecanica automotriz,mafisa motors,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/tecnico-de-mecanica-automotriz-mafisa-motors-1114895544.html
agile coach ii,pacífico seguros,"san isidro, lima",2022-01-05,https://www.bumeran.com.pe/empleos/agile-coach-ii-pacifico-seguros-1114895533.html
maestro mecanico taller automotriz,mafisa motors,"lima, lima",2022-01-05,https://www.bumeran.com.pe/empleos/maestro-mecanico-taller-automotriz-mafisa-motors-1114895517.html
jefe de laboratorio de calibración y ensayos,ceneris,"miraflores, lima",2022-01-05,https://www.bumeran.com.pe/empleos/jefe-de-laboratorio-de-calibracion-y-ensayos-ceneris-1114890596.html
asistente de publicidad y producción,confidencial,"miraflores, lima",2022-01-05,https://www.bumeran.com.pe/empleos/asistente-de-publicidad-y-produccion-1114895511.html
practicante de electricista industrial,tecnofil s.a.,"independencia, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-de-electricista-industrial-tecnofil-s.a.-1114895472.html
médico de familia,ibt group,"callao, lima",2022-01-05,https://www.bumeran.com.pe/empleos/medico-de-familia-ibt-group-1114895451.html
asistente junior de auditoría tributaria,ey (ernst & young),"san isidro, lima",2022-01-05,https://www.bumeran.com.pe/empleos/asistente-junior-de-auditoria-tributaria-ey-ernst-young-1114895442.html
técnico de selección procesos masivos,majorel,"callao, lima",2022-01-05,https://www.bumeran.com.pe/empleos/tecnico-de-seleccion-procesos-masivos-majorel-1114895438.html
trabaja desde casa en crosselling planilla completa 7hrs 1 de break,asistencia 365,"magdalena, lima",2022-01-05,https://www.bumeran.com.pe/empleos/trabaja-desde-casa-en-crosselling-planilla-completa-7hrs-1-de-break-comisiones-ilimitadas-asistencia-365-1114895406.html
practicante pre profesional de selección,rcs capital humano,"san isidro, lima",2022-01-05,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-seleccion-rcs-capital-humano-1114895385.html
practicante profesional de ventas,modasa,perú,2022-01-05,https://www.bumeran.com.pe/empleos/practicante-profesional-de-ventas-modasa-1114895364.html
